306996CF6W000DN4X0HBQBFSDMF1BM,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3BQU611VFQ02O99WTVN92VX6ZEL99X,A1TY1T80SHMHQQ,Submitted,Wed Apr 29 20:09:28 PDT 2020,Wed Apr 29 20:09:38 PDT 2020,Sat May 02 20:09:38 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"#Coronavirus disease (#COVID19) advice for the public: #Mythbusters

Taking a hot bath does not prevent the new #coronavirusdisease! 

Taking a hot bath will not prevent you from https://t.co/vTUPhE9FqV",Exposing rumors
306996CF6W000DN4X0HBQBFSDMF1BM,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3JC6VJ2SACZXS5HPIBOSMA3OJ0K5AH,A3O0NNIW4KA2PV,Submitted,Wed Apr 29 20:08:41 PDT 2020,Wed Apr 29 20:11:37 PDT 2020,Sat May 02 20:11:37 PDT 2020,,,,176,0% (0/0),0% (0/0),0% (0/0),"#Coronavirus disease (#COVID19) advice for the public: #Mythbusters

Taking a hot bath does not prevent the new #coronavirusdisease! 

Taking a hot bath will not prevent you from https://t.co/vTUPhE9FqV",Exposing rumors
306996CF6W000DN4X0HBQBFSDMF1BM,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3OCHAWUVGP0C61AL08KC87X4HBOKXL,ATUCZB2W7VVI7,Submitted,Wed Apr 29 20:09:31 PDT 2020,Wed Apr 29 20:09:46 PDT 2020,Sat May 02 20:09:46 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"#Coronavirus disease (#COVID19) advice for the public: #Mythbusters

Taking a hot bath does not prevent the new #coronavirusdisease! 

Taking a hot bath will not prevent you from https://t.co/vTUPhE9FqV",Exposing rumors
307L9TDWJY8YBPQGNU035ZUJSV73N5,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:41 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:41 PDT 2020,,,369J354OFEQUL0U69UQ7A2SRDQ8G6K,A1Q890R4148O5G,Submitted,Wed Apr 29 20:09:16 PDT 2020,Wed Apr 29 20:09:24 PDT 2020,Sat May 02 20:09:24 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"@WhiteHouse @realDonaldTrump We don't have infected patients  so much in Japan  Japanese people  take a bath every day  ,  and we soak and warm ourselves up in the bath tab.  Virus is very weak in the hot and humid air. So I think  taking  a bath and relaxing are effective  coronavirus prevention.",Neither of first two categories(but related to the topic)
307L9TDWJY8YBPQGNU035ZUJSV73N5,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:41 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:41 PDT 2020,,,3OWEPKL08ASJZSPXF88U601K9DDN7X,A3O0NNIW4KA2PV,Submitted,Wed Apr 29 20:07:47 PDT 2020,Wed Apr 29 20:10:56 PDT 2020,Sat May 02 20:10:56 PDT 2020,,,,189,0% (0/0),0% (0/0),0% (0/0),"@WhiteHouse @realDonaldTrump We don't have infected patients  so much in Japan  Japanese people  take a bath every day  ,  and we soak and warm ourselves up in the bath tab.  Virus is very weak in the hot and humid air. So I think  taking  a bath and relaxing are effective  coronavirus prevention.",Supporting rumors
307L9TDWJY8YBPQGNU035ZUJSV73N5,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:41 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:41 PDT 2020,,,3SEPORI8WOFVZJ1EPZV8BEAJKZRZAH,A3156JVKUQKW39,Submitted,Wed Apr 29 20:07:39 PDT 2020,Wed Apr 29 20:08:01 PDT 2020,Sat May 02 20:08:01 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"@WhiteHouse @realDonaldTrump We don't have infected patients  so much in Japan  Japanese people  take a bath every day  ,  and we soak and warm ourselves up in the bath tab.  Virus is very weak in the hot and humid air. So I think  taking  a bath and relaxing are effective  coronavirus prevention.",Supporting rumors
30ZKOOGW2WMVH3ICRMHFV0VMV4U1AR,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3A1PQ49WVIXDEAOKNUW806DBKF5H1M,A3BT4QRVBGA47H,Submitted,Wed Apr 29 20:09:48 PDT 2020,Wed Apr 29 20:16:47 PDT 2020,Sat May 02 20:16:47 PDT 2020,,,,419,0% (0/0),0% (0/0),0% (0/0),"Taking a hot water bath does not #prevent #coronavirus disease.Our body temperature remains around 36.5°C to 37°C regardless of temperature of water:#WHO

#Best protection from   #Covid_19 is frequent washing of our  hands. #mask use must.

#Stayhome #SocialDistancing #StaySafe https://t.co/kngWqfRxEg",Neither of first two categories(but related to the topic)
30ZKOOGW2WMVH3ICRMHFV0VMV4U1AR,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3GD6L00D3TDZ6OPVERCLSBL71161MH,A8TGE09ODEBAA,Submitted,Wed Apr 29 20:18:02 PDT 2020,Wed Apr 29 20:18:23 PDT 2020,Sat May 02 20:18:23 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),"Taking a hot water bath does not #prevent #coronavirus disease.Our body temperature remains around 36.5°C to 37°C regardless of temperature of water:#WHO

#Best protection from   #Covid_19 is frequent washing of our  hands. #mask use must.

#Stayhome #SocialDistancing #StaySafe https://t.co/kngWqfRxEg",Exposing rumors
30ZKOOGW2WMVH3ICRMHFV0VMV4U1AR,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:43 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:43 PDT 2020,,,3X31TUMD7Y2F067AEFB6SY6I1WF1LE,AX2VR7850ON7L,Submitted,Wed Apr 29 20:10:53 PDT 2020,Wed Apr 29 20:13:10 PDT 2020,Sat May 02 20:13:10 PDT 2020,,,,137,0% (0/0),0% (0/0),0% (0/0),"Taking a hot water bath does not #prevent #coronavirus disease.Our body temperature remains around 36.5°C to 37°C regardless of temperature of water:#WHO

#Best protection from   #Covid_19 is frequent washing of our  hands. #mask use must.

#Stayhome #SocialDistancing #StaySafe https://t.co/kngWqfRxEg",Neither of first two categories(but related to the topic)
3126F2F5F8J1O8IQSTURSF3BJZXPED,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:44 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:44 PDT 2020,,,326O153BMJEVMVDUDM8XG5H7HWGDES,A27861Q24LU68U,Submitted,Wed Apr 29 20:09:20 PDT 2020,Wed Apr 29 20:09:26 PDT 2020,Sat May 02 20:09:26 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),"Myth busters on coronavirus 2019. Advice by WHO 
1.Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19)
2.Taking a hot bath does not prevent the new coronavirus disease 
https://t.co/NOjuM5O8cV",Exposing rumors
3126F2F5F8J1O8IQSTURSF3BJZXPED,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:44 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:44 PDT 2020,,,3BXQMRHWK0EFFLGTGFM53DQ4CY1UM7,A3O0NNIW4KA2PV,Submitted,Wed Apr 29 20:06:57 PDT 2020,Wed Apr 29 20:10:02 PDT 2020,Sat May 02 20:10:02 PDT 2020,,,,185,0% (0/0),0% (0/0),0% (0/0),"Myth busters on coronavirus 2019. Advice by WHO 
1.Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19)
2.Taking a hot bath does not prevent the new coronavirus disease 
https://t.co/NOjuM5O8cV",Exposing rumors
3126F2F5F8J1O8IQSTURSF3BJZXPED,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:44 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:44 PDT 2020,,,3R2UR8A0IBWVWSV0Y0C5FOED1GYOX9,AX2VR7850ON7L,Submitted,Wed Apr 29 20:10:55 PDT 2020,Wed Apr 29 20:13:14 PDT 2020,Sat May 02 20:13:14 PDT 2020,,,,139,0% (0/0),0% (0/0),0% (0/0),"Myth busters on coronavirus 2019. Advice by WHO 
1.Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19)
2.Taking a hot bath does not prevent the new coronavirus disease 
https://t.co/NOjuM5O8cV",Neither of first two categories(but related to the topic)
31GECDVA9J2P1N767FCKARKH7WK664,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:39 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:39 PDT 2020,,,33NF62TLXKIBBH5WJ45BHYPP6D9KJX,A9QRQL9CFJBI7,Submitted,Wed Apr 29 20:11:23 PDT 2020,Wed Apr 29 20:13:59 PDT 2020,Sat May 02 20:13:59 PDT 2020,,,,156,0% (0/0),0% (0/0),0% (0/0),The World Health Organization has also advised that taking a hot bath will not prevent the coronavirus from infecting you. A person's normal body temperature remains 36.5 to 37 degrees no matter the situation.  #COVID19SouthAfrica,Supporting rumors
31GECDVA9J2P1N767FCKARKH7WK664,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:39 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:39 PDT 2020,,,3NC5L260MP2EW64FY66J9HE6XB2FO9,ATUCZB2W7VVI7,Submitted,Wed Apr 29 20:08:53 PDT 2020,Wed Apr 29 20:09:01 PDT 2020,Sat May 02 20:09:01 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),The World Health Organization has also advised that taking a hot bath will not prevent the coronavirus from infecting you. A person's normal body temperature remains 36.5 to 37 degrees no matter the situation.  #COVID19SouthAfrica,Exposing rumors
31GECDVA9J2P1N767FCKARKH7WK664,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:39 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:39 PDT 2020,,,3Z4GS9HPNWQUW7XAZ1R5A3FU9YA778,A3BT4QRVBGA47H,Submitted,Wed Apr 29 20:11:21 PDT 2020,Wed Apr 29 20:19:33 PDT 2020,Sat May 02 20:19:33 PDT 2020,,,,492,0% (0/0),0% (0/0),0% (0/0),The World Health Organization has also advised that taking a hot bath will not prevent the coronavirus from infecting you. A person's normal body temperature remains 36.5 to 37 degrees no matter the situation.  #COVID19SouthAfrica,Exposing rumors
329E6HTMSWIX3J5DQH8ND7DFY023K0,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:40 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:40 PDT 2020,,,39N5ACM9HF3NGWP3AKJ6OLXL4I39PS,A2JVJ7J2MVGW9S,Submitted,Wed Apr 29 20:08:16 PDT 2020,Wed Apr 29 20:08:39 PDT 2020,Sat May 02 20:08:39 PDT 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),"The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth    For coronavirus info: https://t.co/yH2ZkvMmtQ https://t.co/z1vYFN2ktv",Supporting rumors
329E6HTMSWIX3J5DQH8ND7DFY023K0,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:40 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:40 PDT 2020,,,3Q8GYXHFEQILLKEN2PKJS5TCJ355CJ,A27861Q24LU68U,Submitted,Wed Apr 29 20:08:45 PDT 2020,Wed Apr 29 20:08:50 PDT 2020,Sat May 02 20:08:50 PDT 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),"The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth    For coronavirus info: https://t.co/yH2ZkvMmtQ https://t.co/z1vYFN2ktv",Exposing rumors
329E6HTMSWIX3J5DQH8ND7DFY023K0,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:40 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:40 PDT 2020,,,3ZSY5X72NYRBZW9OP16DQ6SP0ZCROF,A3O0NNIW4KA2PV,Submitted,Wed Apr 29 20:06:43 PDT 2020,Wed Apr 29 20:09:04 PDT 2020,Sat May 02 20:09:04 PDT 2020,,,,141,0% (0/0),0% (0/0),0% (0/0),"The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth    For coronavirus info: https://t.co/yH2ZkvMmtQ https://t.co/z1vYFN2ktv",Exposing rumors
32CXT5U14GJX7CGVWC7LABUOGDRU8F,3EETFKUFDZL5A79020L4ODPMAYXF6B,Select the category for the tweet,"Select the most relevant category for the tweet: supporting rumor, exposing rumor, neither of the first two categories(but related to the topic), not related to the topic","tweet, rumor, covid-19",$0.02,Wed Apr 29 20:05:39 PDT 2020,3,BatchId:4016068;OriginalHitTemplateId:929448123;,600,259200,Mon May 04 20:05:39 PDT 2020,,,3GFK2QRXXAXUZIKSJGKK4Z0FBJN5WS,AX2VR7850ON7L,Submitted,Wed Apr 29 20:09:21 PDT 2020,Wed Apr 29 20:10:41 PDT 2020,Sat May 02 20:10:41 PDT 2020,,,,80,0% (0/0),0% (0/0),0% (0/0),Taking a hot bath will not prevent you from catching COVID-19. #nicasia #coronavirus #myth #besafe https://t.co/CoOGj6tOMn,Exposing rumors
